"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","button_pressed","images","left_choice","right_choice"
"","html-button-response","398","305908","0.0-398.0","753.9999999999418","","","1","","",""
"","html-keyboard-response","399","306910","0.0-399.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","400","307413","0.0-400.0","null","../stimuli/images_hvm10/im79.png","","null","79","3","2"
"","html-button-response","401","307984","0.0-401.0","570","","","1","","",""
"","html-keyboard-response","402","308986","0.0-402.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","403","309487","0.0-403.0","null","../stimuli/images_hvm10/im166.png","","null","166","8","0"
"","html-button-response","404","310394","0.0-404.0","907","","","0","","",""
"","html-keyboard-response","405","311396","0.0-405.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","406","311897","0.0-406.0","null","../stimuli/images_hvm10/im165.png","","null","165","2","8"
"","html-button-response","407","312940","0.0-407.0","1041","","","1","","",""
"","html-keyboard-response","408","313940","0.0-408.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","409","314442","0.0-409.0","null","../stimuli/images_hvm10/im24.png","","null","24","1","8"
"","html-button-response","410","315358","0.0-410.0","915","","","0","","",""
"","html-keyboard-response","411","316359","0.0-411.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","412","316861","0.0-412.0","null","../stimuli/images_hvm10/im161.png","","null","161","6","8"
"","html-button-response","413","317856","0.0-413.0","995","","","1","","",""
"","html-keyboard-response","414","318858","0.0-414.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","415","319359","0.0-415.0","null","../stimuli/images_hvm10/im37.png","","null","37","1","3"
"","html-button-response","416","319979","0.0-416.0","619","","","0","","",""
"","html-keyboard-response","417","320980","0.0-417.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","418","321482","0.0-418.0","null","../stimuli/images_hvm10/im1.png","","null","1","0","3"
"","html-button-response","419","322158","0.0-419.0","676","","","0","","",""
"","html-keyboard-response","420","323160","0.0-420.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","421","323663","0.0-421.0","null","../stimuli/images_hvm10/im42.png","","null","42","1","2"
"","html-button-response","422","324250","0.0-422.0","586","","","0","","",""
"","html-keyboard-response","423","325251","0.0-423.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","424","325753","0.0-424.0","null","../stimuli/images_hvm10/im36.png","","null","36","1","4"
"","html-button-response","425","326421","0.0-425.0","667","","","0","","",""
"","html-keyboard-response","426","327422","0.0-426.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","427","327923","0.0-427.0","null","../stimuli/images_hvm10/im39.png","","null","39","7","1"
"","html-button-response","428","328655","0.0-428.0","731","","","1","","",""
"","html-keyboard-response","429","329657","0.0-429.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","430","330159","0.0-430.0","null","../stimuli/images_hvm10/im41.png","","null","41","7","2"
"","html-button-response","431","330883","0.0-431.0","723","","","1","","",""
"","html-keyboard-response","432","331884","0.0-432.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","433","332385","0.0-433.0","null","../stimuli/images_hvm10/im97.png","","null","97","1","4"
"","html-button-response","434","333086","0.0-434.0","699","","","1","","",""
"","html-keyboard-response","435","334086","0.0-435.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","436","334588","0.0-436.0","null","../stimuli/images_hvm10/im111.png","","null","111","4","5"
"","html-button-response","437","335249","0.0-437.0","659.9999999999418","","","1","","",""
"","html-keyboard-response","438","336251","0.0-438.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","439","336753","0.0-439.0","null","../stimuli/images_hvm10/im31.png","","null","31","1","2"
"","html-button-response","440","337741","0.0-440.0","987","","","0","","",""
"","html-keyboard-response","441","338742","0.0-441.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","442","339244","0.0-442.0","null","../stimuli/images_hvm10/im109.png","","null","109","5","0"
"","html-button-response","443","339976","0.0-443.0","731.0000000000582","","","0","","",""
"","html-keyboard-response","444","340977","0.0-444.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","445","341478","0.0-445.0","null","../stimuli/images_hvm10/im93.png","","null","93","0","4"
"","html-button-response","446","342089","0.0-446.0","610.0000000000582","","","0","","",""
"","html-keyboard-response","447","343091","0.0-447.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","448","343593","0.0-448.0","null","../stimuli/images_hvm10/im56.png","","null","56","1","2"
"","html-button-response","449","344142","0.0-449.0","548","","","0","","",""
"","html-keyboard-response","450","345144","0.0-450.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","451","345646","0.0-451.0","null","../stimuli/images_hvm10/im10.png","","null","10","1","0"
"","html-button-response","452","346313","0.0-452.0","666","","","0","","",""
"","html-keyboard-response","453","347315","0.0-453.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","454","347818","0.0-454.0","null","../stimuli/images_hvm10/im99.png","","null","99","0","4"
"","html-button-response","455","348482","0.0-455.0","663","","","0","","",""
"","html-keyboard-response","456","349483","0.0-456.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","457","349984","0.0-457.0","null","../stimuli/images_hvm10/im73.png","","null","73","9","3"
"","html-button-response","458","350549","0.0-458.0","564","","","0","","",""
"","html-keyboard-response","459","351550","0.0-459.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","460","352051","0.0-460.0","null","../stimuli/images_hvm10/im15.png","","null","15","0","9"
"","html-button-response","461","352720","0.0-461.0","668","","","1","","",""
"","html-keyboard-response","462","353720","0.0-462.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","463","354222","0.0-463.0","null","../stimuli/images_hvm10/im85.png","","null","85","2","4"
"","html-button-response","464","354963","0.0-464.0","740","","","1","","",""
"","html-keyboard-response","465","355964","0.0-465.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","466","356467","0.0-466.0","null","../stimuli/images_hvm10/im81.png","","null","81","1","4"
"","html-button-response","467","357047","0.0-467.0","579","","","1","","",""
"","html-keyboard-response","468","358048","0.0-468.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","469","358549","0.0-469.0","null","../stimuli/images_hvm10/im18.png","","null","18","0","8"
"","html-button-response","470","359712","0.0-470.0","1161","","","0","","",""
"","html-keyboard-response","471","360714","0.0-471.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","472","361216","0.0-472.0","null","../stimuli/images_hvm10/im94.png","","null","94","4","8"
"","html-button-response","473","361894","0.0-473.0","677","","","0","","",""
"","html-keyboard-response","474","362896","0.0-474.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","475","363397","0.0-475.0","null","../stimuli/images_hvm10/im29.png","","null","29","3","1"
"","html-button-response","476","364502","0.0-476.0","1102.9999999999418","","","1","","",""
"","html-keyboard-response","477","365504","0.0-477.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","478","366005","0.0-478.0","null","../stimuli/images_hvm10/im68.png","","null","68","6","3"
"","html-button-response","479","366625","0.0-479.0","620","","","1","","",""
"","html-keyboard-response","480","367627","0.0-480.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","481","368128","0.0-481.0","null","../stimuli/images_hvm10/im71.png","","null","71","7","3"
"","html-button-response","482","368637","0.0-482.0","509","","","1","","",""
"","html-keyboard-response","483","369639","0.0-483.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","484","370141","0.0-484.0","null","../stimuli/images_hvm10/im92.png","","null","92","6","4"
"","html-button-response","485","370665","0.0-485.0","523","","","1","","",""
"","html-keyboard-response","486","371666","0.0-486.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","487","372167","0.0-487.0","null","../stimuli/images_hvm10/im117.png","","null","117","5","4"
"","html-button-response","488","372731","0.0-488.0","563","","","1","","",""
"","html-keyboard-response","489","373733","0.0-489.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","490","374234","0.0-490.0","null","../stimuli/images_hvm10/im13.png","","null","13","0","1"
"","html-button-response","491","374721","0.0-491.0","485","","","1","","",""
"","html-keyboard-response","492","375722","0.0-492.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","493","376224","0.0-493.0","null","../stimuli/images_hvm10/im119.png","","null","119","1","5"
"","html-button-response","494","376761","0.0-494.0","537.0000000000582","","","1","","",""
"","html-keyboard-response","495","377763","0.0-495.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","496","378264","0.0-496.0","null","../stimuli/images_hvm10/im116.png","","null","116","5","2"
"","html-button-response","497","379191","0.0-497.0","927","","","0","","",""
"","html-keyboard-response","498","380193","0.0-498.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","499","380695","0.0-499.0","null","../stimuli/images_hvm10/im47.png","","null","47","2","8"
"","html-button-response","500","381394","0.0-500.0","697.9999999999418","","","0","","",""
"","html-keyboard-response","501","382396","0.0-501.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","502","382898","0.0-502.0","null","../stimuli/images_hvm10/im95.png","","null","95","9","4"
"","html-button-response","503","384218","0.0-503.0","1319","","","1","","",""
"","html-keyboard-response","504","385220","0.0-504.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","505","385721","0.0-505.0","null","../stimuli/images_hvm10/im40.png","","null","40","2","7"
"","html-button-response","506","386637","0.0-506.0","915","","","0","","",""
"","html-keyboard-response","507","387638","0.0-507.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","508","388140","0.0-508.0","null","../stimuli/images_hvm10/im38.png","","null","38","0","1"
"","html-button-response","509","389063","0.0-509.0","922","","","1","","",""
"","html-keyboard-response","510","390065","0.0-510.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","511","390567","0.0-511.0","null","../stimuli/images_hvm10/im118.png","","null","118","5","2"
"","html-button-response","512","391515","0.0-512.0","947","","","1","","",""
"","html-keyboard-response","513","392516","0.0-513.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","514","393017","0.0-514.0","null","../stimuli/images_hvm10/im45.png","","null","45","4","2"
"","html-button-response","515","393959","0.0-515.0","941","","","1","","",""
"","html-keyboard-response","516","394961","0.0-516.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","517","395463","0.0-517.0","null","../stimuli/images_hvm10/im53.png","","null","53","7","2"
"","html-button-response","518","395963","0.0-518.0","499.0000000000582","","","1","","",""
"","html-keyboard-response","519","396964","0.0-519.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","520","397465","0.0-520.0","null","../stimuli/images_hvm10/im100.png","","null","100","9","5"
"","html-button-response","521","398348","0.0-521.0","881","","","1","","",""
"","html-keyboard-response","522","399349","0.0-522.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","523","399852","0.0-523.0","null","../stimuli/images_hvm10/im110.png","","null","110","2","5"
"","html-button-response","524","401429","0.0-524.0","1576","","","1","","",""
"","html-keyboard-response","525","402431","0.0-525.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","526","402932","0.0-526.0","null","../stimuli/images_hvm10/im48.png","","null","48","2","0"
"","html-button-response","527","403362","0.0-527.0","429.0000000000582","","","1","","",""
"","html-keyboard-response","528","404364","0.0-528.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","529","404865","0.0-529.0","null","../stimuli/images_hvm10/im46.png","","null","46","6","2"
"","html-button-response","530","405437","0.0-530.0","571","","","1","","",""
"","html-keyboard-response","531","406438","0.0-531.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","532","406939","0.0-532.0","null","../stimuli/images_hvm10/im102.png","","null","102","8","5"
"","html-button-response","533","407441","0.0-533.0","501","","","1","","",""
"","html-keyboard-response","534","408443","0.0-534.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","535","408945","0.0-535.0","null","../stimuli/images_hvm10/im67.png","","null","67","3","1"
"","html-button-response","536","409465","0.0-536.0","519.9999999999418","","","1","","",""
"","html-keyboard-response","537","410467","0.0-537.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","538","410969","0.0-538.0","null","../stimuli/images_hvm10/im19.png","","null","19","4","0"
"","html-button-response","539","411631","0.0-539.0","661.9999999999418","","","1","","",""
"","html-keyboard-response","540","412633","0.0-540.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","541","413134","0.0-541.0","null","../stimuli/images_hvm10/im5.png","","null","5","0","3"
"","html-button-response","542","413627","0.0-542.0","492","","","1","","",""
"","html-keyboard-response","543","414629","0.0-543.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","544","415131","0.0-544.0","null","../stimuli/images_hvm10/im90.png","","null","90","4","2"
"","html-button-response","545","415750","0.0-545.0","618","","","1","","",""
"","html-keyboard-response","546","416752","0.0-546.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","547","417254","0.0-547.0","null","../stimuli/images_hvm10/im103.png","","null","103","5","1"
"","html-button-response","548","418199","0.0-548.0","945","","","0","","",""
"","html-keyboard-response","549","419201","0.0-549.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","550","419702","0.0-550.0","null","../stimuli/images_hvm10/im72.png","","null","72","3","9"
"","html-button-response","551","420322","0.0-551.0","619","","","0","","",""
"","html-keyboard-response","552","421323","0.0-552.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","553","421824","0.0-553.0","null","../stimuli/images_hvm10/im69.png","","null","69","0","3"
"","html-button-response","554","422602","0.0-554.0","775.9999999999418","","","1","","",""
"","html-keyboard-response","555","423603","0.0-555.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","556","424104","0.0-556.0","null","../stimuli/images_hvm10/im4.png","","null","4","0","2"
"","html-button-response","557","424931","0.0-557.0","826","","","0","","",""
"","html-keyboard-response","558","425932","0.0-558.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","559","426434","0.0-559.0","null","../stimuli/images_hvm10/im91.png","","null","91","4","6"
"","html-button-response","560","427326","0.0-560.0","890.0000000000582","","","1","","",""
"","html-keyboard-response","561","428327","0.0-561.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","562","428830","0.0-562.0","null","../stimuli/images_hvm10/im7.png","","null","7","4","0"
"","html-button-response","563","429343","0.0-563.0","512","","","1","","",""
"","html-keyboard-response","564","430344","0.0-564.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","565","430845","0.0-565.0","null","../stimuli/images_hvm10/im49.png","","null","49","9","2"
"","html-button-response","566","431380","0.0-566.0","534","","","1","","",""
"","html-keyboard-response","567","432381","0.0-567.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","568","432883","0.0-568.0","null","../stimuli/images_hvm10/im11.png","","null","11","0","3"
"","html-button-response","569","433855","0.0-569.0","972","","","0","","",""
"","html-keyboard-response","570","434856","0.0-570.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","571","435358","0.0-571.0","null","../stimuli/images_hvm10/im16.png","","null","16","0","7"
"","html-button-response","572","435937","0.0-572.0","578","","","0","","",""
"","html-keyboard-response","573","436939","0.0-573.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","574","437440","0.0-574.0","null","../stimuli/images_hvm10/im17.png","","null","17","0","7"
"","html-button-response","575","438037","0.0-575.0","595","","","0","","",""
"","html-keyboard-response","576","439039","0.0-576.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","577","439541","0.0-577.0","null","../stimuli/images_hvm10/im30.png","","null","30","8","1"
"","html-button-response","578","440489","0.0-578.0","947","","","1","","",""
"","html-keyboard-response","579","441490","0.0-579.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","580","441992","0.0-580.0","null","../stimuli/images_hvm10/im51.png","","null","51","9","2"
"","html-button-response","581","442675","0.0-581.0","683","","","1","","",""
"","html-keyboard-response","582","443677","0.0-582.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","583","444178","0.0-583.0","null","../stimuli/images_hvm10/im61.png","","null","61","3","1"
"","html-button-response","584","445064","0.0-584.0","885","","","0","","",""
"","html-keyboard-response","585","446066","0.0-585.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","586","446568","0.0-586.0","null","../stimuli/images_hvm10/im60.png","","null","60","6","3"
"","html-button-response","587","447505","0.0-587.0","936","","","1","","",""
"","html-keyboard-response","588","448506","0.0-588.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","589","449007","0.0-589.0","null","../stimuli/images_hvm10/im52.png","","null","52","2","0"
"","html-button-response","590","449891","0.0-590.0","883","","","0","","",""
"","html-keyboard-response","591","450893","0.0-591.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","592","451394","0.0-592.0","null","../stimuli/images_hvm10/im25.png","","null","25","1","4"
"","html-button-response","593","452476","0.0-593.0","1081","","","0","","",""
"","html-keyboard-response","594","453478","0.0-594.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","595","453981","0.0-595.0","null","../stimuli/images_hvm10/im28.png","","null","28","1","2"
"","html-button-response","596","454696","0.0-596.0","714","","","0","","",""
"","html-keyboard-response","597","455698","0.0-597.0","null","<div style=""font-size:60px;"">+</div>","null","","","",""
"","image-button-response","598","456199","0.0-598.0","null","../stimuli/images_hvm10/im62.png","","null","62","3","8"
"","html-button-response","599","456843","0.0-599.0","642.9999999999418","","","0","","",""
